ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREFE,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
585,-46699724,-23712729,355030823000063,3550308005219,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA,1080-4,RUA NOSSA SENHORA DO OUTEIRO,S/N,CID DUTRA,R GUARUVA E STA GREGORIA
586,-46671057,-23597790,355030832000062,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,VILA NOVA CONCEICAO,3017-1,RUA MARCOS LOPES C/ SILVANIA,345.000000,VL NOVA CONCEICAO,PROXIMO AV SANTO AMARO
587,-46719358,-23614821,355030883000014,3550308005175,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,PARAIZOPOLIS,7123-4,RUA HERBERT SPENCER,S/N,PARAIZOPOLIS,PROX AV GIOVANI GRONCHI
588,-46395486,-23500605,355030836000066,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM CAMARGO,1061-8,RUA VALENTE DE NOVAES,S/N,JD CAMARGO,R TIBURCIO SOUZA/ALB PINHEIRO
589,-46635449,-23640350,355030838000253,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE VARGAS,1044-8,PC NOVA AMERICA,15-A,CID VARGAS,ESQ RUA SAO WENCESLAU
590,-46584067,-23588608,355030893000029,3550308005083,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,QUINTA DAS PAINEIRAS,7015-7,RUA SAO LUIS DO PARAITINGA,24.000000,VL ZELINA,COM RUA POA
591,-46525781,-23538358,355030891000077,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,JOSE MASCARENHAS,7033-5,AV MELCHERT,1515.000000,VL MATILDE,RUA DONA MATILDE
592,-46564876,-23597013,355030893000043,3550308005083,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,VILA ALPINA,1016-2,RUA DR VICENTE GIACAGLINI,,VL BELA,RUA COSTA BARROS
593,-46477397,-23570141,355030857000048,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,JARDIM NOSSA SENHORA DO CARMO,3094-5,RUA ESTEVAO DIAS VERGARA,700.000000,JD NSRA DO CARMO,TV AV MARIA LUIZA AMERICANO
594,-46665854,-23563030,355030845000013,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,HADDOCK LOBO,1198-3,AL LORENA,S/N,JD AMERICA,ENTRE RUAS AUGUSTA E HADDOCK L
595,-46568954,-23530027,355030880000026,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,SAO JORGE,6027-5,RUA SANTA CATARINA,284.000000,TATUAPE,HOSPITAL MUNICIPAL DO TATUAPE
596,-46748407,-23453314,355030842000023,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,CIDADE D ABRIL,7109-9,RUA MAURO ARAUJO RIBEIRO,46.000000,CID D ABRIL,PROXIMO VIADUTO JARAGUA
597,-46749753,-23552903,355030841000040,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,LAGEADO,5068-7,AV ARAICAS,254.000000,JAGUARE,TERMINA N. 45
598,-46691525,-23452807,355030811000139,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM PRINCESA,1239-4,RUA VITANTONIO MATOROSA,,JARDIM PRINCESA,
599,-46716039,-23480852,355030863000191,3550308005115,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOSE,5039-3,RUA VIGARIO DE GODOY,11.000000,VL ZATT,TV AV MIGUEL DE CASTRO
600,-46413135,-23515044,355030884000019,3550308005252,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM NAZARE II,4136-0,RUA JOSE GREEF BORBA,S/N,JD NAZARE,FREI FABIANO CRISTO E S ZACARO
601,-46373335,-23494781,355030836000305,3550308005251,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM MILIUNAS,5129-2,RUA MONSENHOR SALIM,S/N,JD MILIUNAS,TV MANOEL LEMES SILVA
602,-46457530,-23518056,355030837000153,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,PARQUE GUARANI,1105-3,RUA FLOR DE CABOCLO,1.000000,PQ GUARANI,AVENIDA IMPERADOR
603,-46554694,-23593242,355030872000107,3550308005081,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,JARDIM INDEPENDENCIA,6060-7,RUA SECUNDINO DOMINGUES,770.000000,VL PRUDENTE,TV AV ALBERTO RAMOS
604,-46600128,-23637053,355030868000059,3550308005305,69,SACOMA,13,IPIRANGA,Sul,Sul 1,RECANTO DOS HUMILDES,7225-7,RUA RECANTO DOS HUMILDES,S/N,RECANTO DOS HUMILDES,
605,-46615727,-23584178,355030834000067,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,SANTA EULALIA,3070-8,RUA MONTE ALVERNE,S/N,VL STA EULALIA,ENTRE RUA CARITIANA E PEACABA
606,-46634339,-23495709,355030870000066,3550308005063,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,CHORA MENINO,6020-8,RUA PROF LOURIVAL GOMES MACHADO,S/N,VL STA TEREZINHA,RUA ALAMEDO AFONSO SHIMITD
607,-46788039,-23662021,355030819000310,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM DAS ROSAS,1115-0,RUA SERRA DOS DOIS IRMAOS,S/N,JD DAS ROSAS,AV RODRIGO SANCHES E JOAO CRUZ
608,-46756491,-23677566,355030843000209,3550308005226,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,VILA REMO,6081-0,RUA ITAPAROQUERA,,VL REMO,TV ES M BOI MIRIM
609,-46725363,-23528331,355030888000008,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,VILA HAMBURGUESA,4048-7,RUA LAURO MULLER,12.000000,VL HAMBURGUESA,CENTRO ESPORTIVO PELEZAO
610,-46514370,-23510106,355030818000052,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA BUENOS AIRES,3047-3,AV BUENOS AIRES,90.000000,VL BUENOS AIRES,ESTRADA DE SAO MIGUEL
611,-46696334,-23552629,355030802000059,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,EPEIRA,4074-6,RUA PDE ARTUR SOMENSI,48.000000,VL BEATRIZ,RUA LIRA
612,-46440361,-23532324,355030837000076,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,SABADO D'ANGELO,4120-3,RUA VIRGINIA FERNI,S/N,COHAB II,ES ITAQUERA GUAIANAZES
613,-46468914,-23617574,355030875000051,3550308005212,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,OURO FINO,1131-2,RUA LEONOR DE SIQUEIRA,6.000000,JD VERA CRUZ,AV.SARGT. IRACITAM COIMBRA
614,-46694658,-23477611,355030829000064,3550308005118,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM IRACEMA,4075-4,RUA DOS MORGADOS,188.000000,JD IRACEMA,ABILIO PRIMO SALIM F MORGADOS
615,-46549478,-23587631,355030872000034,3550308005081,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,PARQUE SAO LUCAS,3061-9,RUA DOMINGOS PIRES BRITO,S/N,PQ SAO LUCAS,PQ SAO LUCAS
616,-46509725,-23566091,355030804000071,3550308005151,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,JARDIM ARICANDUVA,6062-3,AV ODILON PIRES,S/N,JD ARICANDUVA,AV CONSELHEIRO CARRAO
617,-46443209,-23606655,355030833000083,3550308005274,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,VENEZA DO AMOR,3401-0,TV VENEZA DO AMOR,S/N,JD SAO JOSE,ABAST
618,-46675197,-23597861,355030835000011,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,VILA OLIMPIA,1059-6,RUA HELION POVOA,165.000000,VL OLIMPIA,ENTRE STO AMARO E UBERIBINHA
619,-46653879,-23462427,355030813000021,3550308005127,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA CONTINENTAL,4034-7,AV MARIANA CALIGIURI RONCHETTI,237.000000,VL CONTINENTAL,TV AV MARIA ANTONIA MARTINS
620,-46673502,-23481045,355030850000075,3550308005061,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,CACHOEIRINHA,1221-1,RUA CLEUSA MILOCHI,S/N,CACHOEIRINHA,RUA JERONIMO DA ROCHA
621,-46501809,-23595721,355030873000181,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JARDIM PARAGUASSU,1110-0,RUA DOURADOQUARA,S/N,JD PARAGUASSU,PRACA CATAS ALTAS
622,-46441101,-23503699,355030874000023,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,BAQUIRIVU,6046-1,RUA HELIO VESSONI,95.000000,VL SINHA,TRAV.DA AV.PIRES DO RIO
623,-46587104,-23642987,355030868000170,3550308005090,69,SACOMA,13,IPIRANGA,Sul,Sul 1,JARDIM LEAR,4092-4,RUA JOSE ANTONIO VALADARES,13.000000,JD LEAR,ANTIGA AV.SAO PAULO
624,-46507442,-23501242,355030818000067,3550308005137,18,CANGAIBA,21,PENHA,Leste,Leste 1,VILA SILVIA,1143-6,RUA PASTORIL DE ITAPETINGA,12.000000,VL SILVIA,AVENIDA ASSIS RIBEIRO
625,-46746140,-23541965,355030841000049,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,CENTRO INDUSTRIAL DO JAGUARE,1104-5,RUA BARCELONA,99.000000,JAGUARE,AV PRESIDENTE ALTINO 655
626,-46422413,-23546484,355030831000095,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,RIBEIRAO ITAQUERA,5188-8,AV RIBEIRAO ITAQUERA,,GUAIANAZES,ESTRADA DE ITAQUERA GUAIANAZES
627,-46592001,-23448714,355030881000077,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JARDIM JOAMAR,6099-2,RUA JOSINO VIEIRA GOES,S/N,JD JOAMAR,TV ES PIQUERI
628,-46577159,-23485601,355030892000004,3550308005069,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,CENTRAL,4067-3,RUA ANTENOR NAVARRO,414.000000,JD BRASIL,TV AV JAPAO
629,-46427669,-23515684,355030884000138,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,VILA NOVA CURUCA,3151-8,RUA ARVORE DE CERA,S/N,JD NOVA CURUCA,
630,-46422081,-23508862,355030884000026,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,FLAMINGO,6107-7,AV FLAMINGO,37.000000,VL CURUCA NOVA,PT FINAL ON CURUCA VELHA
631,-46588203,-23467534,355030839000017,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,JACANA,1026-0,RUA BENJAMIM PEREIRA,521.000000,JACANA,ENTRE ELIMO E EMIL FIGUEIREDO
632,-46755106,-23511322,355030840000017,3550308005109,39,JAGUARA,8,LAPA,Oeste,Oeste,SANTA EDWIGES,1043-0,RUA AGAMENON MAGALHAES,138.000000,STA EDWIGES,RUA ADAO GONCALVES
633,-46620132,-23548105,355030810000012,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,BRAS MODERNA,7153-6,RUA TORQUATO NETO,S/N,BRAS,RUAS PIRATININGA/CAETANO PINTO
634,-46519530,-23611935,355030876000139,3550308005160,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,MARIA TEREZA,6095-0,RUA SERRA DE ITABAIANA,87.000000,PQ STA MADALENA,TV RUA PRIMAVERA DE CAIENA
635,-46486945,-23617925,355030876000319,3550308005210,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,FAZENDA DA JUTA,4401-6,RUA AUGUSTIN LUBERTI,,FAZENDA JUTA,ABAST
636,-46659573,-23675826,355030822000012,3550308005167,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA JOANISA,1096-0,RUA ESTANISLAU MONIUSKO,1069.000000,VL JOANISA,YERVANT KISSA JIKIAN AV
637,-46386756,-23579037,355030825000180,3550308005270,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,VILA YOLANDA II,1248-3,RUA DR ADEMAR FERREIRA DE CARVALHO,,VILA YOLANDA II,VILA YOLANDA
638,-46587652,-23563922,355030801000107,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA LESTE,7009-2,RUA VALENTIM MAGALHAES,300.000000,VL LESTE,TV RUA DO ORATORIO
639,-46703726,-23762238,355030830000087,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA NATAL,7242-7,RUA MARTA MARIA BERNARDES,,VILA NATAL,
640,-46603093,-23461936,355030881000010,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,VILA MAZZEI,5048-2,RUA MANOEL GAYA,S/N,VL MAZZEI,TV AV SEZEFREDO FAGUNDES
641,-46452008,-23597664,355030833000024,3550308005274,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,PARQUE BOA ESPERANCA,7083-1,RUA DIOGO GARCIA,283.000000,JD PLANALTO,RUA ANTONIO A FERREIRA E F M P
642,-46418184,-23565848,355030825000238,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CONJ HABIT FAZENDA DO CARMO,1235-1,AV HENRIQUETA NOGUEZ BRIEBA,S/N,CJ HAB FAZENDA DO CA,
643,-46710670,-23671653,355030879000011,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,SOCORRO,6079-8,RUA DOS INOCENTES C/ MENDEL,S/N,SOCORRO,AV.ROBERTO KENNEDY
644,-46608270,-23637971,355030868000151,3550308005088,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA DAS MERCES,3023-6,RUA BRIG AMILCAR V PEDERNEIRAS,120.000000,VL DAS MERCES,AV.PADRE ARLINDO VIEIRA
645,-46687658,-23471528,355030811000074,3550308005120,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA BRASILANDIA,5038-5,RUA COLUMBIA,289.000000,VL BRASILANDIA,TV DA RUA PARAPUA ALTURA 1500
646,-46527866,-23541693,355030891000075,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,PRINCEZA IZABEL,5093-8,RUA CAP JOSE LEITE,723.000000,VL MATILDE,PC SEBASTIAO ANDRADE
647,-46393554,-23578531,355030825000077,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,COHAB SITIO CONCEICAO,1226-2,RUA WILSON FERNANDES S CARVALHO,S/N,CID TIRADENTES,
648,-46420083,-23595388,355030833000213,3550308005276,32,IGUATEMI,30,SAO MATEUS,Leste,Leste 2,CDHU JARDIM IGUATEMI,1267-0,AV PONTE DA AMIZADE,,JARDIM IGUATEMI,CDHU JARDIM IGUATEMI
649,-46763515,-23685678,355030843000159,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,VILA SANTA LUCIA,6098-4,RUA CARMELO CALI,,VL STA LUCIA,TV ES M BOI MIRIM JD ANGELA
650,-46670560,-23501044,355030850000050,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,LIMAO,1208-4,PC ANTONIO FRANCO VELASCO,S/N,LIMAO,
651,-46663740,-23504873,355030821000094,3550308005030,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM DAS LARANJEIRAS,3071-6,RUA FREDERICO PENTEADO JUNIOR,11.000000,CASA VERDE,AV.CASA VERDE ALTURA 2816
652,-46523490,-23568433,355030804000022,3550308005153,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,JARDIM VILA FORMOSA,7059-9,AV DOM AZEREDO COUTINHO,S/N,JD VL FORMOSA,TV RUA CARNEIRO RIBEIRO
653,-46519209,-23582070,355030804000078,3550308005153,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,DEDO DE DEUS,5140-3,RUA ALFARO,S/N,VL RICA,PORT 19/94
654,-46493332,-23609914,355030876000171,3550308005209,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,FAZENDA DA JUTA,7108-0,RUA VICTORIA MARCONATO ZONTA,5.000000,JD SAPOPEMBA,TV AV SAPOPEMBA ALTURA 12000
655,-46724758,-23477821,355030863000009,3550308005114,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM CIDADE PIRITUBA,4128-9,RUA GONCALVES DE BARROS,S/N,JD PIRITUBA,
656,-46699820,-23565920,355030862000072,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,AMARO CAVALHEIRO,5057-1,RUA EUGENIO DE MEDEIROS,S/N,PINHEIROS,PAES LEME C SUMIDOURO
657,-46605128,-23469121,355030882000080,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,JARDIM TREMEMBE,1051-0,RUA MERE MARIE ANNAIS DO SION,S/N,VL NOVA MAZZEI,AVENIDA SEZEFREDO FAGUNDES
658,-46572280,-23541812,355030880000045,3550308005038,82,TATUAPE,25,MOOCA,Leste,Leste 1,MAE DO CEU,5017-2,RUA VISCONDE DE ITABORAY,233.000000,TATUAPE,VIADUTO AZEVEDO
659,-46493238,-23559197,355030824000133,3550308005150,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,VILA MATILDE,6092-5,RUA PEDRO LUIZ DE SOUZA,22.000000,JD BRASILIA,PC JDIM BRASILIA
660,-46667902,-23744947,355030830000233,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQ RES. COCAIA INDEPENDENTE,7135-8,AV VER JOSE GOMES MORAES NETO,S/N,PQ RESIDENCIAL,ES CANAL COCAIA E FELINTO MIL.
661,-46592056,-23634898,355030868000056,3550308005087,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA ARAPUA,3083-0,RUA RIZZIERI NEGRINI,199.000000,VL ARAPUA,COLOMBO FLORENCE C ANT HERDEIR
662,-46705117,-23681681,355030879000015,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,VILA NOVA FRIBURGO,4095-9,AV DANTON JOBIM,131.000000,VL FRIBURGO,AUTODROMO DE INTERLAGOS
663,-46505727,-23612722,355030876000057,3550308005161,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,PARQUE SANTA MADALENA,1075-8,RUA ALM OTACILIO CUNHA,,PQ STA MADALENA,AVENIDA SAPOPEMBA ALT.10050
664,-46741198,-23482749,355030863000196,3550308005113,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,MUTINGA,6053-4,RUA MARIA LUCIA DUARTE,35.000000,VL MUTINGA,TV AV MUTINGA
665,-46724800,-23495226,355030863000031,3550308005310,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM DA FELICIDADE,7102-1,RUA LAUDELINO VIEIRA DE CAMPOS,146.000000,JD DA FELICIDADE,AV RAIMUNDO P MAGALHAES
666,-46644969,-23610169,355030877000014,3550308005048,79,SAUDE,12,VILA MARIANA,Sul,Sul 1,PLANALTO PAULISTA II,7143-9,AV JOSE MARIA WITAKER,S/N,PLANALTO PAULISTA,AL.GUATAS E AV AFONSO M.FAGUND
667,-46500088,-23590648,355030873000182,3550308005154,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,SAO MATEUS,3149-6,RUA SERITINGA,S/N,SAO MATEUS,RUA PEDRINOPOLIS E CAMPO FLORI
668,-46733650,-23448988,355030842000034,3550308005187,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOAO,1141-0,RUA PASTORIL DE ALMENARA,S/N,PQ PAN AMERICANO,TV ESTRADA DE TAIPAS
669,-46455044,-23554698,355030857000019,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,VILA CARMOSINA,7265-6,RUA LAGOA FEIA,,VILA CARMOSINA,
670,-46582472,-23490225,355030892000093,3550308005068,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,VILA MEDEIROS,1024-3,RUA ATALIBA VIEIRA,223.000000,MEDEIROS,AV NOSSA SRA DO LORETO
671,-46664473,-23544730,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,SUMARE MODERNA,7062-9,PC CHARLES MULLER,S/N,PACAEMBU,ESTADIO MUN. P.M.CARVALHO
672,-46607727,-23588989,355030834000001,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,ALTO DO IPIRANGA,3011-2,RUA XAVIER DE ALMEIDA,427.000000,ALTO DO IPIRANGA,INSTITUTO DE CEGOS PADRE CHICO
673,-46648882,-23556514,355030807000066,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,BELA VISTA,3001-5,RUA CARDEAL LEME,S/N,BELA VISTA,ESQUINA R SAO VICENTE
674,-46580632,-23570681,355030801000050,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA ORATORIO,5018-0,RUA SILVA COUTINHO,S/N,VL PRUDENTE,TV RUA SANTA LINA
675,-46487896,-23537833,355030805000017,3550308005148,05,ARTUR ALVIM,21,PENHA,Leste,Leste 1,PRACA ARTUR ALVIM,4065-7,RUA BENEDITO LEAL,334.000000,ARTUR ALVIM,ESTACAO R.F.F.ARTUR ALVIM
676,-46504470,-23529686,355030891000102,3550308005147,93,VILA MATILDE,21,PENHA,Leste,Leste 1,CIDADE PATRIARCA,7037-8,RUA CACHOEIRA PAULISTA,80.000000,CID PATRIARCA,RUA PORTO DA FOLHA
677,-46464620,-23501295,355030887000029,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,JOSE NUNES,3110-0,AV PAU D'ARCO ROXO,220.000000,CID PEDRO JOSE NUNES,CIDADE PEDRO JOSE NUNES
678,-46618626,-23562999,355030814000025,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,CAMBUCI,3003-1,RUA STEFANO,657.000000,CAMBUCI,TV RUA STEFANO
679,-46575379,-23593976,355030893000012,3550308005083,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,VILA BELA,4047-9,RUA PITINGA,396.000000,VL BELA,TV RUA GIESTAS
680,-46706394,-23490985,355030829000088,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,VILA NIGRI,5050-4,RUA MOINHO VELHO,770.000000,VL NIGRI,TV DA RUA JOAO CORDEIRO
681,-46775131,-23675834,355030819000324,3550308005232,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,JARDIM DO COLEGIO,1146-0,RUA DR HUMBERTO PASCALE,S/N,JD JANGADEIRO,AVENIDA DAS PALMEIRAS
682,-46412439,-23590750,355030825000135,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CONJ HABIT PADRE NILDO,6165-4,RUA ARACARANA,S/N,VL SAO JOSE,
683,-46409138,-23550866,355030831000001,3550308005264,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,GUAIANAZES,1039-1,RUA COUTINHO E MELO,S/N,GUAIANAZES,ENTRE FCO PINHERO E MELO PAIVA
684,-46564163,-23569978,355030801000037,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA INVERNADA,7056-4,RUA DOM PEDRO I,S/N,VL INVERNADA,TV RUA CAPITAO LORENA
685,-46671995,-23656382,355030822000213,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,JARDIM PRUDENCIA,3046-5,RUA MARIA JOSE RANGEL,649.000000,JD PRUDENCIA,CUPECE E CONDE LUIZ ZUNTA
686,-46563642,-23575449,355030801000071,3550308005041,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA DIVA,1046-4,RUA BUENOPOLIS,62.000000,VL DIVA,S/INFORM
687,-46703336,-23710350,355030823000062,3550308005287,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,CIDADE DUTRA,5070-9,RUA SAO GUILHERME,7377.000000,CID DUTRA,ENTRE AV INTERLAGOS E R ARIABU
688,-46399582,-23565857,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JARDIM SAO PAULO,4158-0,AV UTARO KANAI C/ FESTA CHINESA,S/N,JD SAO PAULO,PATIO DO ESTACIONAMENTO
689,-46395798,-23507280,355030836000100,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CONJUNTO CDHU CAMARGO VELHO,7220-6,RUA DA CONQUISTA-G,S/N,CDHU CAMARGO VELHO,
690,-46457968,-23534389,355030837000023,3550308005198,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,JARDIM ITAPEMIRIM,7239-7,RUA DR OLIVIO MONTENEGRO,,JARDIM ITAPEMIRIM,
691,-46527531,-23535020,355030891000078,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,PELAGIO MARQUEZ,4039-8,RUA DURVALINA,2.000000,VL MATILDE,PRACA DOM DUARTE LEOPOLDO
692,-46667046,-23736941,355030830000073,3550308005279,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,PQUE RESIDENCIAL COCAIA I,4138-6,RUA RUBENS DE OLIVEIRA,S/N,COCAIA,
693,-46539499,-23535247,355030891000139,3550308005076,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA ARICANDUVA,7039-4,RUA FRANCISCA DE PAULA,278.000000,VL CARRAO,TV RUA 19 DE JANEIRO
694,-46755679,-23662689,355030846000177,3550308005229,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,CORREGO DOS FREITAS,1121-5,RUA MARIA BENEDITA RODRIGUES,,PQ STO ANTONIO,RUA MARIA BENEDITA GONCALVES
695,-46464885,-23533936,355030837000054,3550308005198,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,CONJUNTO A E CARVALHO,1380-3,RUA ANDRE CAVALCANTE,,VILA REGINA,
696,-46544394,-23589826,355030872000001,3550308005158,74,SAO LUCAS,29,VILA PRUDENTE,Leste,Leste 1,VILA PAULO SILAS,7113-7,RUA ANTONIO FONTOURA XAVIER,,VL PAULO SILAS,VILA PAULO SILAS   VL PRUDENTE
697,-46419040,-23546247,355030831000083,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,VILA PRINCESA ISABEL,3146-1,RUA COMTE CARLOS RHUL,,,VL PRINCESA ISABEL
698,-46593168,-23494406,355030892000150,3550308005067,94,VILA MEDEIROS,7,VILA MARIA-VILA GUILHERME,Norte,Norte 2,GUARINOS,6023-2,RUA SANTO ANTONIO DE LISBOA,543.000000,VL EDE,AV.EDE
699,-46672066,-23495368,355030850000006,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,VILA PRADO,1111-8,RUA MARIA ELISA SIQUEIRA,S/N,VL BARBOSA,PRACA MENINO JESUS
